Startup,Location,Sector,Date,Amount (US$),Investors,Stage,Debt/Equity,Female co-founder/CEO?,Local founder?,Intnl founder?,Launched?,Accelerator?,Employees,Funding Year
Container Deposit Fund,Kenya,logistics,November,,Techstars,Undisclosed,Equity,No,Yes,No,2020,Yes,4,2023
Craydel,Senegal,logistics,April,"2,500,000.00","Logos Ventures, Ventures Platform, Foundation Botnar, DFS Labs and Seedstars",Seed,Equity,No,Yes,No,2021,No,17,2023
Fez Delivery,Nigeria,logistics,March,"1,000,000.00","led by Ventures Platform, with participation from Voltron Capital, Acasia Ventures (formerly Cairo Angels), and other angel investors.",Seed,Equity,Yes,Yes,No,2020,Yes,30,2023
Figorr,Nigeria,logistics,May,"1,500,000.00","Atlantica Ventures, with participation from Vested World, Jaza Rift and Katapult",Seed,Equity,No,Yes,No,2017,Yes,34,2023
Fleeti,Senegal,logistics,February,,"Newfund Capital, Janngo Capital, PG Dev (Credit Agricole), Proparco, Angel Investors",Seed,Equity,No,Yes,No,2020,No,46,2023
Limawa,Ivory Coast,logistics,January,"18,000.00",Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2022,Yes,4,2023
Messenger,Nigeria,logistics,"February, April, October","68,000.00","The Baobab Network (February), Nama Ventures (April), Startupbootcamp AfriTech (October)",Pre-seed,Equity,Yes,Yes,No,2018,Yes,59,2023
mPost,Kenya,logistics,September,,Techstars,Undisclosed,Equity,No,Yes,No,2016,Yes,22,2023
Sendstack,Nigeria,logistics,June,,Norrsken,Undisclosed,Equity,Yes,Yes,No,2021,Yes,7,2023
Senga,Kenya,logistics,February,,EchoVC Partners,Undisclosed,Equity,Yes,Yes,No,2016,No,12,2023
Swoove,Ghana,logistics,December,"120,000.00",Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,25,2023
Togo Cargo,Togo,logistics,June,"50,000.00",The Baobab Network,Undisclosed,Equity,No,Yes,No,2020,Yes,8,2023
Towntalk,Nigeria,logistics,January,,ARM Lagos Techstars,Undisclosed,Equity,Yes,Yes,No,2020,Yes,8,2023
Trella,Egypt,logistics,June,"3,500,000.00",Avanz Capital Egypt,Undisclosed,Equity,No,Yes,No,2019,No,313,2023
Tripplo,South Africa,logistics,October,"1,800,000.00","Futuregrowth Asset Management, Galloprovincialis, Standard Bank, Founders Factory Africa, Digital Africa Ventures",Seed,Equity,No,Yes,No,2019,No,17,2023
TUNL,South Africa,logistics,December,"1,000,000.00","Founders Factory Africa, Digital Africa Ventures, E4E Africa, and Jozi Angels",Pre-seed,Equity,No,Yes,No,2022,No,14,2023
Twende,Kenya,logistics,April,,Techstars,Undisclosed,Equity,Yes,Yes,No,2017,Yes,7,2023
VotreColis,Morocco,logistics,March,"120,000.00",Afrimobility,Undisclosed,Equity,No,Yes,No,2020,No,4,2023
iProcure,Kenya,agri-tech,January + March,"280,000.00",Lendahand,Undisclosed,Debt,Yes,Yes,No,2014,No,148,2023
Oyster Agribusiness,Ghana,agri-tech,August,"310,000.00",,Undisclosed,Debt,No,Yes,No,2018,No,12,2023
Complete Farmer,Ghana,agri-tech,September,"10,400,000.00","Acumen Resilient Agriculture Fund (ARAF) and Alitheia Capital (via its uMunthu II Fund in partnership with Goodwell Investments) co-led the equity part of the round. Additionally, Proparco, Newton Partners via the DP World Venture Fund and VestedWorld Rising Star Fund participated. Sahel Capital’s SEFAA (Social Enterprise Fund for Agriculture in Africa) Fund, Alpha Mundi Group’s Alpha Jiri Investment Fund and Global Social Impact Investments provided debt financing.",Pre-Series A,Debt/equity,No,Yes,No,2017,Yes,53,2023
Agro Supply,Uganda,agri-tech,January,"100,000.00",Catalyst Fund,Undisclosed,Equity,No,Yes,No,2017,Yes,9,2023
Agroeknor,Nigeria,agri-tech,January,,Aruwa Capital,Undisclosed,Equity,No,Yes,No,2012,No,9,2023
Apollo Agriculture,Kenya,agri-tech,November,,,Undisclosed,Equity,No,Yes,Yes,2016,No,868,2023
Aquarech,Kenya,agri-tech,November,"1,700,000.00","Aqua-Spark, with additional capital from Acumen, Katapult and Mercy Corps Ventures.",Undisclosed,Equity,No,Yes,No,2019,No,21,2023
ePoultry,Nigeria,agri-tech,June,"50,000.00",The Baobab Network,Undisclosed,Equity,No,Yes,No,2020,Yes,5,2023
Farm to Feed,Kenya,agri-tech,January,"100,000.00",Catalyst Fund,Undisclosed,Equity,Yes,No,Yes,2020,Yes,12,2023
FarmTrace,South Africa,agri-tech,April,,Secha Capital and Hassium Capital,Undisclosed,Equity,No,Yes,No,2015,No,36,2023
Farmworks,Kenya,agri-tech,July,"4,000,000.00","led by Acumen Resilient Agriculture Fund, an existing investor. Livelihood Impact Fund, Vested World, a number of family offices and angel investors",Pre-Series A,Equity,No,Yes,Yes,2020,No,64,2023
Farmz2U,Nigeria,agri-tech,January (+ extra),"100,000.00","Catalyst Fund, LoftyInc Capital",Undisclosed,Equity,Yes,Yes,No,2019,Yes,8,2023
Good Nature Agro,Zambia,agri-tech,November,"8,500,000.00","Oikocredit, Goodwell Ventures, Global Partnerships/Eleos Social Venture Fund",Series B,Equity,Yes,Yes,No,2014,No,86,2023
IQ Logistica,South Africa,agri-tech,,"4,500,000.00",,Series A,Equity,No,Yes,No,2014,No,22,2023
Khula,South Africa,agri-tech,May,,"Absa, Kgodiso Development Fund (Pepsico)",Undisclosed,Equity,No,Yes,No,2016,No,29,2023
Releaf,Nigeria,agri-tech,January,"3,300,000.00","led by Samurai Incubate Africa, which re-invested after leading Releaf’s seed round, with participation from Consonance Investment Managers. Stephen Pagliuca, chairman of Bain Capital, and Jeff Ubben, board member at World Wildlife Fund and founder of Inclusive Capital Partners, also invested. Plesion Capital",Pre-Series A,Equity,No,Yes,No,2021,Yes,41,2023
Sand to Green,Morocco,agri-tech,January,"1,000,000.00","Catalyst Fund, Katapult",Undisclosed,Equity,No,Yes,Yes,2021,Yes,10,2023
Sokofresh,Kenya,agri-tech,February,,Acumen,Undisclosed,Equity,No,Yes,No,2019,No,25,2023
Terraa,Morocco,agri-tech,February,"1,500,000.00","FoodLabs, UM6P Ventures, Outlierz Ventures, Musha Ventures, DFS Lab",Pre-seed,Equity,No,Yes,No,2022,No,8,2023
Thola,South Africa,agri-tech,December,,Catalyst Fund,Pre-Seed,Equity,Yes,Yes,No,2021,No,4,2023
Tolbi,Senegal,agri-tech,November,,"Catalyst Fund, Mercy Corps Ventures, Digital Africa (AFD-Proparco), Angel Investors",Pre-Seed,Equity,No,Yes,No,2020,No,18,2023
Twiga Foods,Kenya,agri-tech,December,"35,000,000.00","Creadev, Juven, TLCom Capital, DOB Equity",Undisclosed,Equity,No,Yes,No,2014,No,991,2023
VAIS,Egypt,agri-tech,January,"100,000.00",Catalyst Fund,Undisclosed,Equity,No,Yes,No,2020,Yes,8,2023
Vetsark,Nigeria,agri-tech,May,,Tekedia Capital,Undisclosed,Equity,No,Yes,No,2018,No,13,2023
Ed Partners,Kenya,ed-tech,August + November,"11,500,000.00","Oikocredit (August), DFC (November)",Undisclosed,Debt,Yes,Yes,Yes,2018,No,67,2023
Akhdar,Egypt,ed-tech,November,,Value Maker Studio,Undisclosed,Equity,No,Yes,No,2016,Yes,45,2023
almentor,Egypt,ed-tech,March,"10,000,000.00","e& capital joins existing investors Partech, Sawari Ventures, Egypt Ventures, Sango Capital and Endure Capital",Pre-Series C,Equity,No,Yes,No,2016,No,241,2023
Altschool,Nigeria,ed-tech,May + November,,"Angel Investors (May), Rwandan Innovation Fund (November)",Undisclosed,Equity,No,Yes,No,2021,Yes,239,2023
Aya Holding,Nigeria,ed-tech,April,,Techstars,Undisclosed,Equity,No,Yes,No,2020,Yes,111,2023
BluLever Education,South Africa,ed-tech,July,,"Elea Foundation, Autodesk Foundation, Oppenheimer Generations Foundation, A to Z Impact",Seed,Equity,Yes,Yes,No,2018,No,101,2023
CatalyzU,South Africa,ed-tech,July,,Techstars,Undisclosed,Equity,No,Yes,Yes,2022,Yes,31,2023
Crafty Workshop,Egypt,ed-tech,October,"400,000.00",EdVentures,Seed,Equity,No,Yes,No,2019,No,4,2023
Edusko,Nigeria,ed-tech,October,"18,000.00",Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2017,Yes,6,2023
Edves,Nigeria,ed-tech,,,,Undisclosed,Equity,No,Yes,No,2016,No,87,2023
iSchool,Egypt,ed-tech,December,"4,500,000.00","VentureWave Capital, OneStop Capital UK, Webit Investment Network, Oraseya Capital",Undisclosed,Equity,No,Yes,No,2018,Yes,437,2023
Itot Africa,DRC,ed-tech,August,"78,000.00","Catalytic Africa, angel investors",Undisclosed,Equity,No,Yes,No,2018,No,76,2023
KOOLSKOOLS,Morocco,ed-tech,March,"960,000.00",Azur Innovation Fund,Undisclosed,Equity,No,Yes,No,2020,No,7,2023
Kunda Kids,Nigeria,ed-tech,May,,,Pre-Seed,Equity,Yes,Yes,No,2020,No,22,2023
OBM Education,Egypt,ed-tech,October,,Value Maker Studio,Undisclosed,Equity,No,Yes,No,2020,Yes,109,2023
Play Sense,South Africa,ed-tech,May,,Grindstone Ventures,Undisclosed,Equity,Yes,Yes,No,2015,No,28,2023
Revwit,Nigeria,ed-tech,June,,Norrsken,Undisclosed,Equity,No,Yes,No,2023,Yes,15,2023
Shape,Tunisia,ed-tech,March,,Oman Technology Fund,Undisclosed,Equity,Yes,Yes,No,2021,Yes,9,2023
SmartProf,Morocco,ed-tech,August,,Fuze,Undisclosed,Equity,No,Yes,No,2018,Yes,22,2023
Talstack,Nigeria,ed-tech,June,"850,000.00","Ventures Platform, TLCom Capital, Voltron Capital, Golden Palm Investments, Angel investors",Pre-Seed,Equity,No,Yes,No,2023,No,6,2023
Web3 Sanctuary,South Africa,ed-tech,March,,CV Labs,Undisclosed,Equity,Yes,Yes,No,2022,Yes,2,2023
Zaio Technologies,South Africa,ed-tech,December,,E Squared Investments,Undisclosed,Equity,No,Yes,No,2017,Yes,85,2023
Zydii,Kenya,ed-tech,May,,"DOB Equity, Kua Ventures, Kaleo Ventures, Nairobi Business Angel Network",Pre-Seed,Equity,Yes,Yes,No,2017,No,19,2023
Altech,DRC,energy,April,"18,000,000.00","Energy Entrepreneurs Growth Fund (EEGF) Triple Jump, Rabobank, Social Investment Managers & Advisors (SIMA Funds), SIDI (Solidarité Internationale pour le Développement et l’Investissement), Kiva, Whole Planet Foundation, and EquityBCDC",Undisclosed,Debt,No,Yes,No,2013,No,150,2023
KarmSolar,Egypt,energy,January,"3,000,000.00",HSBC,Undisclosed,Debt,No,Yes,No,2011,No,89,2023
Sun King (Greenlight Planet),Kenya,energy,May,"150,000,000.00","British International Investment (ex CDC), Stanbic Bank Kenya",Undisclosed,Debt,No,Yes,No,2007,No,1604,2023
Ziz Energie,Chad,energy,October,"1,600,000.00",Proparco,Undisclosed,Debt,No,Yes,No,2006,No,23,2023
d.light,Kenya,energy,"February, April, July, August","30,130,000.00","Lendahand (February), Swedfund (April), Lendahand (July), Trade and Development Bank (TDB) (August)",Undisclosed,Debt/equity,Yes,Yes,No,2007,No,975,2023
WATT,Nigeria,energy,October,"13,000,000.00",Empower New Energy,Undisclosed,Debt/equity,No,Yes,No,2016,No,45,2023
Wetility,South Africa,energy,September,"48,000,000.00",Sanlam,Undisclosed,Debt/Equity,No,Yes,No,2019,No,37,2023
M-KOPA,Kenya,energy,May + October,"315,000,000.00","Standard Bank Group, (IFC), funds managed by Lion's Head Global Partners, FMO: Dutch Entrepreneurial Development Bank, British International Investment, Mirova SunFunder and Nithio (debt), Sumitomo Corporation,  Blue Haven Initiative, Lightrock, Broadscale Group and Latitude, the sister fund to Local Globe (equity) (May), IFC (October)",Undisclosed,Debt/equity,No,No,Yes,2011,No,"1,949",2023
Asoba,South Africa,energy,September,,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,3,2023
Beacon Power Services,Nigeria,energy,March,,"Seedstars, Persistent Energy Capital, Angel Investors",Pre-Series A,Equity,No,Yes,No,2013,No,31,2023
EMTECH,Nigeria,energy,,,LoftyInc ,Undisclosed,Equity,No,Yes,No,2016,No,6,2023
GoSolr,South Africa,energy,July,,African Rainbow Capital,Undisclosed,Equity,No,Yes,No,2021,No,48,2023
KEIPhone,Uganda,energy,January,,WeFunder,Undisclosed,Equity,Yes,Yes,No,2021,No,11,2023
Munakyalo Agrofresh,Uganda,energy,October,"18,000.00",Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2021,Yes,2,2023
NeedEnergy,Zimbabwe,energy,April,,Techstars,Undisclosed,Equity,No,Yes,No,2019,Yes,6,2023
NoorNation,Egypt,energy,November,,Catalyst Fund,Undisclosed,Equity,No,Yes,No,2020,No,7,2023
Nuru,DRC,energy,March + July,"41,500,000.00","Renewable Energy Performance Platform (REPP), Proparco and E3 Capital (March), led by the International Finance Corporation (IFC), the Global Energy Alliance for People and Planet (GEAPP), the Renewable Energy Performance Platform (REPP), Proparco, E3 Capital, Voltalia, the Schmidt Family Foundation, GAIA Impact Fund, and the Joseph Family Foundation (July)",Pre-Series B,Equity,No,No,Yes,2015,Yes,153,2023
Qotto,Benin,energy,February,"8,000,000.00","IBL group, FEI-OGEF, Cordaid Investment Management, Angel Iinvestors",Undisclosed,Equity,No,Yes,No,2016,No,102,2023
SunFi,Nigeria,energy,February + October,"2,325,000.00","Factor[e] and SCM Capital Asset Management and participating investors such as Voltron Capital, Norrsken Impact Accelerator, Ventures Platform and Sovereign Capital (February), Elemental Excelerator (November)",Seed,Equity,No,Yes,No,2021,Yes,45,2023
Yellow,South Africa,energy,February + June,"19,000,000.00","Oikocredit (February), Convergence Partners, with participation from the Energy Entrepreneurs Growth Fund managed by Triple Jump as well as follow-on investments from Platform Investment Partners (June)",Series B,Equity,Yes,Yes,No,2018,No,175,2023
BasiGo,Kenya,transport,December,"5,000,000.00",BII,Undisclosed,Debt,No,No,Yes,2021,No,64,2023
Roam,Kenya,transport,,,Lendahand,Undisclosed,Debt,Yes,No,Yes,2017,No,156,2023
Ampersand,Rwanda,transport,December,"19,500,000.00","Ecosystem Integrity Fund, Acumen, Hard Edged Hope Fund, AlphaMundi, Societe Petroliere du Rwanda, TotalEnergies, Beyond Capital Ventures (Equity), Africa Go Green Fund (Debt)",Undisclosed,Debt/equity,No,No,Yes,2014,No,107,2023
Moove,Nigeria,transport,"July, August","46,000,000.00","Absa CIB, Mubadala Investment Company, Angel Investors, BlackRock",Undisclosed,Debt/Equity,No,Yes,No,2019,No,514,2023
Shekel Mobility,Nigeria,transport,January + November,"8,950,000.00","led by Ventures Platform with participation from other strategic investors including Y Combinator, Voltron Capital, Zedcrest and other angel investors (January), Ventures Platform co-led its seed round alongside MaC Venture Capital. Other investors include Y Combinator, Rebel Fund, Unpopular Ventures, Maiora Capital, PageOne Lab Inc., Phoenix Investment Club, Heirloom VC, Pioneer Ventures and other angel investors. Meanwhile, Zedvance, VFD Microfinance Bank, Zenith Bank and Fluna (November)",Pre-seed,Debt/Equity,No,Yes,No,2021,Yes,8,2023
Planet42,South Africa,transport,February,"100,000,000.00","Naspers and ARS Holdings (equity), Rivonia Road Capital",Undisclosed,Debt/equity,No,No,Yes,2017,No,162,2023
GoMetro,South Africa,transport,November,"11,500,000.00","Zenob?, with significant participation by FutureGrowth Asset Managers. Following-on in the Series A round were existing investors 4 Decades Capital, Hlayisani Capital, Tritech Global, Kalon Venture Partners, ESquared Ventures and Greg Fury.",Series A,Equity,No,Yes,No,2014,Yes,53,2023
Kaco,Tunisia,transport,July,,UGFS North Africa,Undisclosed,Equity,No,Yes,No,2018,No,1,2023
Kofa,Ghana,transport,May,,"Mercy Corps Ventures, Shell Foundation, FCDO, Wangara Green Ventures, Angel Investors",Undisclosed,Equity,No,Yes,No,2021,No,17,2023
Mahu Mobility,Ghana,transport,October,,Blue Lion,Undisclosed,Equity,Yes,Yes,No,2022,No,23,2023
Moja Ride,Ivory Coast,transport,January,"18,000.00",Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2017,Yes,10,2023
Shuttlers,Nigeria,transport,April,"4,000,000.00","Verod-Kepple Africa Ventures, Vested World, ShEquity, CMC 21 & Alsa and EchoVC",Undisclosed,Equity,Yes,Yes,No,2015,Yes,91,2023
Stima,Kenya,transport,June,"110,000.00",develoPPP Ventures,Undisclosed,Equity,No,No,Yes,2020,Yes,7,2023
Treepz,Nigeria,transport,February,,"led by GIIG Africa Fund along with MoAngels, Roselake VC, Unpopular VC, Goodwater Capital and BKR Capital. There were also follow-on investments from current investors including ShockVentures, Winston Limited, Aston Investments and Novum Actus.",Undisclosed,Equity,No,Yes,No,2019,Yes,56,2023
Twende App,Ivory Coast,transport,July,"540,000.00","CIBAN (Côte d'Ivoire Business Angel Network), Janngo Capital, Techstars, Beenok, Angel Investors",Pre-seed,Equity,Yes,Yes,Yes,2022,No,7,2023
VotreChauffeur,Morocco,transport,March,"120,000.00",Afrimobility,Undisclosed,Equity,No,Yes,No,2014,No,34,2023
Adaire,Namibia,recruitment and HR,May,,Angel investors,Seed,Equity,No,Yes,No,2021,No,1,2023
Gebeya,Ethiopia,recruitment and HR,January,,Inclusion Japan,Pre-Series A,Equity,No,Yes,No,2016,Yes,189,2023
JOBJACK,South Africa,recruitment and HR,November,"2,500,000.00","led by NEXT176, and includes the Michael & Susan Dell Foundation",Pre-Series A,Equity,No,Yes,No,2018,No,56,2023
LD Talent,Kenya,recruitment and HR,December,"700,000.00",WeFunder,Undisclosed,Equity,Yes,Yes,No,2018,No,52,2023
Ostafandy,Egypt,recruitment and HR,October,"18,000.00",Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2019,Yes,4,2023
Outsized,South Africa,recruitment and HR,October,,"Knife Capital, Angel Investors",Series A,Equity,No,Yes,No,2016,No,41,2023
Pade HCM,Nigeria,recruitment and HR,February,"500,000.00","Zrosk IML, Zedcrest Capital, Microtraction, Expert Dojo, and Resilience 17, along with several angel investors",Pre-seed,Equity,No,Yes,No,2021,Yes,23,2023
Palm,Morocco,recruitment and HR,March,"2,500,000.00","Kima Ventures, CDG, Bpifrance, Station F, Angel Investors",Seed,Equity,Yes,Yes,No,2020,No,10,2023
Paynas,Egypt,recruitment and HR,February,,500 Global,Undisclosed,Equity,Yes,Yes,No,2019,Yes,39,2023
Propel,Nigeria,recruitment and HR,July,"2,740,000.00","No Such Ventures, with participation from APX (an accelerator by Axel Springer Digital Ventures and Porsche Digital), Golden Egg Check and Future of Learning Fund",Seed,Equity,No,Yes,No,2020,No,35,2023
TalentsArena,Egypt,recruitment and HR,August,"750,000.00",led by UI Investments and featuring several prominent Saudi and regional angel investors. ,Pre-seed,Equity,Yes,Yes,No,2019,Yes,25,2023
WorkPay,Kenya,recruitment and HR,February,"2,700,000.00","Launch Africa Ventures, Saviu Ventures, Acadian Ventures, Proparco, Fondation Botnar, Kara Ventures, Norrsken and Axian, with the participation of P1 Ventures, an existing investor. ",Series A,Equity,No,Yes,No,2017,Yes,117,2023
Cue,South Africa,AI/IoT,October,"500,000.00",,Undisclosed,Equity,No,Yes,No,2015,No,56,2023
Fastagger,Kenya,AI/IoT,February,,CV VC,Undisclosed,Equity,No,Yes,No,2019,No,5,2023
Imaginario AI,Tunisia,AI/IoT,December,"1,000,000.00","216 Capital, alongside Blue Lake VC, Earthling Ventures, Comcast NBCUniversal, Techstars and a series of business angels. ",Pre-seed,Equity,No,Yes,Yes,2021,No,11,2023
Kuchera,South Africa,AI/IoT,July,,BEUMER Group,Undisclosed,Equity,No,Yes,No,2022,Yes,4,2023
Lelepa,South Africa,AI/IoT,February,,"Mozilla Ventures, Atlantica Ventures, Angel Investors",Undisclosed,Equity,Yes,Yes,No,2022,No,5,2023
Plentify,South Africa,AI/IoT,October,,TELUS Pollinator Fund for Good,Undisclosed,Equity,No,Yes,No,2017,No,42,2023
SafeTrack,Morocco,AI/IoT,January,"18,000.00",Startupbootcamp AfriTech,Undisclosed,Equity,No,Yes,No,2016,Yes,4,2023
Xolani Health,Nigeria,AI/IoT,March,,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,4,2023
Carry1st,South Africa,entertainment,January,"27,000,000.00","Bitkraft Ventures, a16z, Convoy Ventures, TTV Capital, Alumni Ventures, Lateral Frontiers VC and Kepple Ventures",Series B,Equity,Yes,Yes,Yes,2018,No,131,2023
CoaChess,Tunisia,entertainment,April,"191,000.00",Omicrone,Pre-seed,Equity,No,Yes,No,2021,Yes,14,2023
Limitless Studios,Nigeria,entertainment,January,,Launch Africa Ventures,Undisclosed,Equity,Yes,Yes,No,2020,No,26,2023
Millesima Technologies,Tunisia,entertainment,January,"480,000.00",BH Equity,Undisclosed,Equity,No,Yes,No,2021,No,6,2023
Skrmiish,South Africa,entertainment,July,"700,000.00",E Squared Ventures (AGEV) and Blockchain Founders Fund,Undisclosed,Equity,No,Yes,No,2018,No,19,2023
StarNews Mobile,Ivory Coast,entertainment,November,"3,000,000.00","Janngo Capital, and also includes French football players Aurelien Tchouameni, Jules Kounde, and Mike Maignan of Excellence Sport Nation",Undisclosed,Equity,No,Yes,No,2017,No,39,2023
